text,text_length,x,y
"this winter, meredith, betty and erika want to food at a gastropub that is in the same area as fran's location.",111,3.8993292,2.2246752
Book a reservation for my parents and I at Red Crown Tourist Court in Slovakia,78,5.7162113,3.0354688
I want to book a spot at the local food court,45,4.618221,2.6672096
Locate a cafeteria for two that serves deviled crab,51,4.853508,2.6172762
Book a food court in Raytown Arizona that serves green bean casserole on july 20th.,83,4.6100483,2.575762
Book me seats for 6 at a restaurant in WV in one second,55,5.2736287,2.8131974
"Please book me a table for 6 people at Top of the Mark in Raleigh Hills, Kentucky",81,3.4938195,3.0429482
Book me a pub nine weeks from now for 4 people.,47,4.133493,3.416382
book a restaurant in Macedonia for 13 hours from now,52,4.7447867,3.2414117
Book a restaurant with internet in NY for four people.,54,4.880262,3.619631
"book a spot for wilma, gay and I At The Gowanus Yacht Club in Montenegro",72,3.6044416,3.2726498
"therese, clara and I want to go to the Tennessee Ridge",54,3.4292269,2.724892
"book a gastropub that serves pansette in Skaneateles, Pennsylvania",66,3.4300075,2.5442414
Book me a table at The Goof for a party of eight in the state of NV,67,3.8698015,2.8763585
Book me a restaurant in Henlopen Acres for a party of two.,58,4.511822,3.1539788
book a table in the United States for 10 at The Berghoff,56,3.811617,2.633485
Book a restaurant at Tennessee,30,4.857771,3.5442054
I would like to book a donut serving delicatessen in Cuba for 5 on april eleventh,81,3.9437964,2.9886975
Book a restaurant in Palestine for 8 people at 9 AM,51,4.891623,3.5726583
"Book a table at the Eighth Step Coffee House that isn't too far from Vineyard Haven for candace phillips, debbie and sondra",123,3.6005504,2.7367616
reserve a table at Bear Hotel around Finsbury Park,50,4.2887826,2.5756545
book australian food in Armour for 7 pm for four at a pub best rated in UT,74,4.779489,2.4775286
Get me a table for 2 people 1 second from now in Tunisia.,57,4.6481905,2.2996726
"I need to book a table at Bridge Round House in South Dakota for me, emily and gena",83,3.6475756,2.902417
book a brasserie for 3,22,3.0013793,3.1364293
I'd like to go to a cuban restaurant in Horatio and get a table for 1,69,4.716255,2.66014
Book a restaurant for 9 people.,31,4.9526305,3.6699257
Reserve me a table for 10 at a MT cafe for breakfast.,53,4.7657504,2.0831234
"Make a reservation in a popular sicilian bar place nearby, for me only, tomorrow",80,5.899299,2.5273001
Book a restaurant for a party of 7 in Paraguay on Saturday,58,4.563881,3.3780193
I need to book a table at a nearby restaurant,45,4.4320965,3.2389083
I want to make a reservation at the Conflict Kitchen for one ,61,5.941257,2.5465157
"Book a table at Central Grocery on Mar. 22nd, 2020",50,4.0971394,2.8161232
I'd like to book a place to eat in NY.,38,4.6108937,2.9672606
Book a restaurant with pool facility at East Gillespie,54,4.5559106,3.0343456
"Book a reservation for 7 people at The French Laundry on june the 8th, 2029",75,5.741224,3.0301702
Book a brasserie in the Falkland Islands for this week.,55,3.2618117,3.068432
Can you get me seating for 5 at a highly rated restaurant in Wisconsin,70,5.507681,2.2001886
my sons and I want to dine at The Water Club in Georgia,55,4.279821,2.6148083
Book me a popular restaurant reservation at a brazilian delicatessen,68,5.865112,2.889019
book a spot at a restaurant with trattoria in Otho DE,53,4.5995574,3.2057416
I need a reservation for two at a diner in Venezuela,52,5.9614305,2.5424721
Book a restaurant far from Kokomo this fall.,44,4.8207507,3.3961008
"I'd like to book at a place in AR, looking for an oyster bar that is indoor and can accommodate a party of eight that is also within walking distance.",150,3.9634538,2.4491878
Book me a table for me and my nephew near my location at an indoor pub,70,4.068549,3.1781244
I want to book a table for me and josefa at Jacob Wirth Restaurant in Branford.,79,3.6877098,2.923427
I need a reservation for nine at 03:44 am in WI,47,6.100742,2.376736
Book Nuts on Clark in Irvington for 8 people in one hour.,57,3.6401923,2.9611874
food truck in Panama for five,29,5.8505864,3.7789037
"book me a restaurant that serves hot chicken in Dutch Mills, North Dakota for 10 people for 3 am",96,4.790951,2.7253392
Make a reservation for eunice thompson and elisa martin in the Virgin Islands in one minute.,92,5.851827,2.4073687
book a spot for ten in MS,25,3.2739713,3.5569017
"Book a brasserie restaurant in Enfield, North Dakota for rosie and I that has tarte tatin",89,3.667191,2.915736
book for two in Jordan that is close,36,3.123985,3.5883067
I need a table for 3 in AK.,27,4.5455923,2.140709
I need a reservation for 6 at Cherwell Boathouse.,49,6.044907,2.4574249
book a spot at a soul food food truck in Cawker City,52,5.823663,3.7775037
book a spot for 9 in New Mexico,31,3.8934898,3.4979775
Book me a table for 4 in a restaurant in United Kingdom.,56,4.750274,3.1834538
book a gluten free restaurant in Arp,36,4.377302,2.9540596
book a spot for one at a bar in Seabrook,40,3.6669478,3.2893252
I need a table in TN that's not to far for a party of ten,57,4.621593,2.136426
I want to eat ice cream at a brasserie with me and my mother in law,67,4.854648,1.8041959
in twenty three hours and 1 second my daughter and I want to eat at a restaurant,80,4.9756904,1.9409221
I need seats for 6 at CHAR No.4 in Georgia,42,5.1894355,2.5629776
Please book me a table for 1 person at a brasserie.,51,3.3698804,2.7682562
book a restaurant for cupcakes for ten,38,4.632483,3.1158273
I need a table right now for four in ME,39,4.472348,2.0713038
I would like to eat fast food and have a party of two in Kentucky.,66,4.9746413,1.9298549
book a tea house for 6 members with soul food,45,3.5641959,2.8149765
Book a table for one at the Bear Hotel in Peru,46,3.8612885,3.0998206
book a spot for six on October fifth in Mineola,47,3.202352,3.4724872
"book a table for jasmine, jeannie and leta",42,3.5222688,2.9605682
I need a reservation for Orthodox Good Friday,45,6.0742455,2.387319
"Book a food truck in Argusville that has fish chips
",52,5.806038,3.7703965
"book a pub in Santa Claus, New Jersey for the First Day Of Sukkot",65,3.8903918,2.8868082
Book me a bar that's highly rated for georgia and I in Burkina,62,3.865146,3.2162955
book a restaurant for one in Skillman,37,4.7773433,3.57492
Book a restaurant for 1 in nine weeks ,38,4.74991,3.4499617
book a spot for six at a restaurant in NJ,41,4.927943,3.609342
book a restaurant for 6,23,4.9302926,3.6745236
book a brasserie for seven in West Yellowstone,46,3.0321805,3.277198
I need to get a restaurant reserved in SD.,42,5.288114,2.182946
Book a restaurant in Darnell.,29,4.705794,3.5080318
book a restaurant in Anguilla for one at National Coney Island,62,4.68705,3.1230173
my step aunt and I want to go cheese fries at the tavern,56,5.037174,1.9610752
Please book a Uncommon Grounds Coffeehouse restaurant ,54,4.023918,2.4676666
Book a reservation for irene and rosella at The Room in the Elephant in Israel,78,5.72392,3.0097058
"Book PM Park, Clear Lake, Iowa at 5 am for 6 people.",52,3.7474575,3.0036647
Can you get me a reservation at WWE The World around Av U,57,6.0583706,2.4092705
Make me a reservation in Crugers at Marlton Circle for a party of eight,71,6.0575953,2.266918
Book a bar that serves ribs for 5 people.,41,4.1957006,2.925357
I need a restaurant in Indonesia for 7,38,5.562981,2.315149
Table for 8 at a popular food court,35,4.7546234,2.4992983
"Book The Crown at Whitebrook in the Solomon Islands for Dec. the twenty-third, 2029.",84,3.2074585,3.3829303
I want to eat at a bar in Saudi Arabia that serves cannelloni.,62,4.887367,2.1579826
book an osteria in North Salt Lake for three,44,3.5760436,3.0685928
Make reservations at a restaurant in Adrian that serves cheese steak,68,5.503182,2.2659414
Book a table for six in a Togo restaurant,41,4.5878963,3.3506668
Book a table for 04:45 pm at a restaurant in Washington.,56,4.5991874,3.1798131
book a restaurant this year in Manning,38,4.6742415,3.4153779
"I need seats for six at a pub on January 15th, 2030",51,5.2059565,2.4701736
Book a table for 8 at a pub in North Carolina,45,4.0879874,3.3551178
book a table for eight in Graf far away,39,3.5929205,3.2327952
Find a table for 7 at a joint in OK that's far from here,56,4.537869,2.195099
book a spot for 1 at a south american restaurant,48,4.6707163,3.348025
Book a pub with a pool in White Heath South Carolina.,53,4.139897,3.2031386
Please get me a reservation at a restaurant with a pool for manuela and yvonne,78,5.916029,2.5997157
Book a reservation for a restaurant in Wadsworth with parking,61,5.8861623,2.9799411
make me a reservation at The Restaurant at Meadowood for a party of 7 in Armenia,80,5.918407,2.2871428
Book a reservation for 1 on march 17,36,5.7964625,3.0807083
"book a bakery for lebanese on january 11th, 2032",48,4.5332513,2.8639948
Book a top-rated restaurant in Milton-Freewater.,48,4.4104495,3.2058966
"I need a table in Ottoville on Feb. 15th, 2029 at Gus Stevens Seafood Restaurant & Buccaneer Lounge",99,4.526996,2.2229154
I want to book a restaurant for four around Zapata,50,4.77399,3.3206928
Book a restaurant 2 months from now for seven people in New Caledonia.,70,4.5609274,3.0978763
Find a reservation at Fish Express,34,5.9667344,2.5701206
Find a table at a pizzeria in New Hampshire that has parking,60,4.7507915,2.451608
book a table at a restaurant in Saudi Arabia that serves presskopf,66,4.6851034,3.0836964
I'd like to reserve a spot at a bakery in Guyana in feb.,56,5.0186524,2.0527735
"I need to book a restaurant with a smoking room in AL

",55,4.669422,2.5345364
Book a table in OH the city of Bock for party of ten for tonight,64,3.9251528,2.8965726
I want to book a seafood bakery in Le Roy ,42,4.640063,2.9575322
"book Helianthushof in Hurffville, NJ",36,3.528571,2.8714697
Can I get a table for 3 in GU at a restaurant in the neighboring area that serves chicken french?,97,4.850257,2.1581967
book a spot for 10 at Shopsins in Denmark on St. Patrick's Day,62,3.8481495,3.2566698
"I'd like to go to a pub that has italian dressing for a party of 5 on February 11, 2033",87,4.918594,1.8831489
I need seating at Floating restaurant in Tennessee for a group of 9,67,5.383749,2.1771564
book City Tavern in Poland,26,4.040996,3.5941422
In eight years and a half from now I'd like a reservation at a top-rated bar,76,5.9830356,2.5214934
book me a restaurant in Ware Shoals that serves russian tea cake,64,4.6718364,2.6120486
I need to book a table at a tavern that serve gnocchi for nine in Owenyo,72,3.9236698,2.891419
Book a table for 8 at a restaurant that serves far breton.,58,4.520192,3.1903
I need a reservation for 02:53 at Hotel Arctic in State Road ,61,6.088523,2.3656945
I'd like a table for six in nine weeks at a restaurant in Tokelau,65,4.703909,2.2766516
book for 8 AM in Massachusetts for 1,36,3.721308,2.7598789
Can you get me a table at a chicken and waffles joint in New Mexico,67,4.885791,2.1232562
Book restaurnt at N9NE Group in Loogootee UT,44,3.4151464,3.130878
"I want to take christy, louise and alexandra to eat at 17:38:04 anywhere in NE",78,4.6830726,1.8340938
Book reservations at a restaurant that serves puglia for jan. 24th,66,5.4011035,3.107743
Book a bar in Holtville ND for 7 people.,40,3.6680844,3.2923312
I need a table in the state of LA for katina and josefina gray,62,4.3985057,2.2197647
book a restaurant in MS that can seat ten at 01:51:47 pm,56,4.9358654,3.334881
at ten AM I want to reserve a spot for 9 people to eat in Monaco.,65,5.240771,2.1339877
book a spot for vicki and I at a restaurant in Puerto Rico,58,4.4731984,3.0646515
Book a breakfast in a restaurant for eight.,43,4.5608754,3.2631423
I need to book a pub for 8 that has wifi,40,4.4306593,3.5661447
book Bullfeathers,17,2.055291,4.249036
Can you place a reservation for me at Ariston Cafe,50,5.9485188,2.563004
Book me a table at The Fat Duck in Ireland,42,3.8005261,2.9296832
"Need a table at The Goof in Croatia for a party of three

",58,4.5719013,1.9950502
I have eight that would like to eat cretan in a cafeteria and need reservations.,80,5.168365,2.1804967
I'd like a table at a restaurant in KS in 5 hours from now,58,4.878279,2.1809115
Make me a reservation in NH for a party of two at a restaurant close by,71,5.9545016,2.425794
book a spot at a pub with tatar in Cambodia,43,4.1360264,3.259889
Find a table for five at Harveys in De Berry ID on April the 10th,65,4.518535,1.9736955
Book a pub that serves fries for 9 people.,42,4.7861614,3.5203469
I want to find a restaurant to eat at in Westernport.,53,5.2316794,2.1046202
book a caucasian serving steakhouse for 4 in Saint Pierre and Miquelon,70,3.9693813,2.4635692
Book a restaurant in Belgium for ten in 24 weeks.,49,4.761599,3.4192204
book a gibassier serving tavern in Vermont for nine,51,3.990089,3.021833
I need a table at Surf Taco in East Uniontown,45,4.367862,2.2893214
Book a hawaiian diner in South Carolina not far away in 1 second from now.,74,4.6116266,3.3540878
I want to book a cafe for 3 in Fargo,36,4.0926414,3.0682466
I'm looking for a local cafeteria that has wifi accesss for a party of 4,72,5.1436453,2.180729
book a restaurant for 4 of us,29,4.821976,3.5925527
